Proj0,Proj1,Proj2,Proj3,Proj4,ProjTotal,AdjProjTotal,MT,Final,TotalPct,Grade,Quarter,LectureRef,MidtermOutOf,FinalOutOf
2,30,28,29,29.5,116.5,116.5,25.5,21,76.30%,A-,2016Fall,A,37,38
2,28,30,26,25,109,109.55,22.5,26,76.30%,A-,2016Fall,A,37,38
2,30,30,30,23.76,113.76,113.76,21.5,25,76.16%,A-,2016Fall,A,37,38
2,24,27,29,30,110,110,29,20.5,76.06%,A-,2016Fall,A,37,38
2,27,28,25.6,28.5,109.1,111.83,17.5,28.5,75.85%,A-,2016Fall,A,37,38
2,30,28,29,30,117,117.47,26,19.5,75.66%,A-,2016Fall,A,37,38
2,28,30,26,28,112,112,23.5,23.5,75.62%,A-,2016Fall,A,37,38
2,30,28.71,27,29,114.71,114.97,30,17,75.36%,B+,2016Fall,A,37,38
2,29,28,27.2,30,114.2,115.65,27.5,18.5,75.20%,B+,2016Fall,A,37,38
2,25,26,21.6,30,102.6,106.96,27,22,75.00%,B+,2016Fall,A,37,38
2,30,27,28,30,115,115.78,26.5,19,75.00%,B+,2016Fall,A,37,38
2,24,30,22,29.5,105.5,105.5,24.5,24.5,75.00%,B+,2016Fall,A,37,38
2,27,30,8.8,13.5,79.3,84.19,35,24.5,74.99%,B+,2016Fall,A,37,38
2,25,30,22.36,21,98.36,101.76,25.5,25,74.86%,B+,2016Fall,A,37,38
2,27,30,30,30,117,117.75,19.5,23.5,74.83%,B+,2016Fall,A,37,38
2,25,24,24,27.5,100.5,101.47,25.5,25,74.77%,B+,2016Fall,A,37,38
2,23,26,28,27.5,104.5,106.93,24,24,74.70%,B+,2016Fall,A,37,38
2,22,30,25,30,107,109.04,21,25.5,74.68%,B+,2016Fall,A,37,38
2,28,27,25,28,108,108,24,23.5,74.62%,B+,2016Fall,A,37,38
2,27,28,20,24.255,99.26,104.45,27,22.5,74.60%,B+,2016Fall,A,37,38
2,27,30,30,30,117,117.15,27,17.5,74.49%,B+,2016Fall,A,37,38
2,29,29,26,28.5,112.5,112.5,24.5,21,74.29%,B+,2016Fall,A,37,38
2,29,30,25,28.5,112.5,112.5,27,19,74.24%,B+,2016Fall,A,37,38
2,29,29,28,29,115,115,27,18,74.21%,B+,2016Fall,A,37,38
2,30,28,24.5,12.5,95,96.25,26.5,25.5,74.13%,B+,2016Fall,A,37,38
2,28,30,30,30,118,118.5,24.5,18.5,74.12%,B+,2016Fall,A,37,38
2,28.5,27,26,29,110.5,110.97,27.5,19,74.07%,B+,2016Fall,A,37,38
2,29.4,29.4,28,27,113.8,113.8,24,20.5,73.95%,B+,2016Fall,A,37,38
2,29,28,27,30,114,114.94,24,20,73.90%,B+,2016Fall,A,37,38
2,29,25,25,29,108,109.88,27,19.5,73.81%,B+,2016Fall,A,37,38
2,27,28,24,27,106,108.2,26.5,20.5,73.77%,B+,2016Fall,A,37,38
2,26,28,24,28.5,106.5,108.62,25,21.5,73.77%,B+,2016Fall,A,37,38
2,23,27,29,30,109,110.73,17.5,26.5,73.75%,B+,2016Fall,A,37,38
2,30,28,26,27.5,111.5,111.5,23,21.5,73.38%,B+,2016Fall,A,37,38
2,27,24,28,30,109,109,23,21.5,72.54%,B,2016Fall,A,37,38
2,27,25.52,14.2,24.795,91.52,98.65,23.5,24.5,72.04%,B,2016Fall,A,37,38
2,30,28,30,29.5,117.5,117.5,27,14.5,72.00%,B,2016Fall,A,37,38
2,29,28,23,29,109,111.76,22,20.5,71.92%,B,2016Fall,A,37,38
2,27,29,29,29.205,114.21,115.11,23.5,18,71.88%,B,2016Fall,A,37,38
2,29.5,30,27,29.5,116,116.2,24.5,16.5,71.62%,B,2016Fall,A,37,38
2,26,28,27,29.5,110.5,112.88,24,18,71.47%,B,2016Fall,A,37,38
2,25,27,25.8,29.5,107.3,110.48,22.5,20,71.40%,B,2016Fall,A,37,38
2,26,21,28,28.5,103.5,106.09,13.5,28.5,71.23%,B,2016Fall,A,37,38
2,27,28,30,29.5,114.5,114.5,17.5,22,71.10%,B,2016Fall,A,37,38
2,30,24,27,29,110,111.57,25.5,16.5,70.75%,B,2016Fall,A,37,38
2,30,28,27,30,115,115,23,17,70.64%,B,2016Fall,A,37,38
2,28,17.43,24.8,26.5,96.73,102.56,27,18.5,70.50%,B,2016Fall,A,37,38
2,29,26,25,28,108,108,19,22.5,70.38%,B,2016Fall,A,37,38
2,27.5,30,25.5,28,111,111.45,25.5,16,70.27%,B,2016Fall,A,37,38
2,29,27,24.84,27,107.84,107.84,20.5,21,70.03%,B,2016Fall,A,37,38
2,29,27.44,30,27.93,114.37,114.37,21.5,17.5,69.85%,B,2016Fall,A,37,38
2,27,25,29,28.5,109.5,111.15,16,23,69.83%,B,2016Fall,A,37,38
2,27,30,0,27.075,84.08,84.08,28.5,23.5,69.69%,B,2016Fall,A,37,38
2,30,27,26,27.5,110.5,111.99,21,18.5,69.59%,B,2016Fall,A,37,38
2,27,30,27,29.5,113.5,113.5,19.5,19,69.51%,B,2016Fall,A,37,38
2,21,15,26.19,28.5,90.69,98.03,21,23.5,69.27%,B,2016Fall,A,37,38
2,27,26,26,28.025,107.03,109.06,15.5,23.5,69.23%,B,2016Fall,A,37,38
2,30,30,27,29.5,116.5,117.05,21.5,15.5,69.00%,B,2016Fall,A,37,38
2,25,28,29,28.5,110.5,111.99,20,18.5,68.91%,B,2016Fall,A,37,38
2,29,29,25,28.215,111.22,111.22,19,19.5,68.84%,B,2016Fall,A,37,38
2,29,26,21.2,29,105.2,108.91,17,21.5,68.46%,B-,2016Fall,A,37,38
2,26,30,26,21.45,103.45,107.6,26.5,14.5,68.36%,B-,2016Fall,A,37,38
1.5,25,27,24,21,97,100.61,23.5,20,68.28%,B-,2016Fall,A,37,38
2,26,26,25,26,103,103,23.5,18.5,68.28%,B-,2016Fall,A,37,38
2,24,25,27,29.5,105.5,107.78,21.5,18,68.08%,B-,2016Fall,A,37,38
2,23,27,24,21.5,95.5,95.5,25.5,19.5,68.00%,B-,2016Fall,A,37,38
2,23,17.48,25.5,28.5,94.48,95.76,26.5,18.5,67.89%,B-,2016Fall,A,37,38
2,27,27,26,26.88,106.88,108.94,22.5,16.5,67.84%,B-,2016Fall,A,37,38
2,28,27,18.8,30,103.8,107.86,23.5,16,67.73%,B-,2016Fall,A,37,38
2,23,26,25,23.5,97.5,97.5,22.5,20.5,67.51%,B-,2016Fall,A,37,38
2,22,27,24.5,28.5,102,102.9,25.5,15.5,66.99%,B-,2016Fall,A,37,38
2,27,27,19.012,28.5,101.51,106.14,21.5,16.5,66.24%,B-,2016Fall,A,37,38
2,28,27,26,29.5,110.5,110.5,20.5,15.5,66.15%,B-,2016Fall,A,37,38
2,28,25,28,29,110,110,23,13.5,65.93%,C+,2016Fall,A,37,38
2,27,30,25,29.5,111.5,111.92,11.5,21.5,65.75%,C+,2016Fall,A,37,38
2,28,23,0,26.5,77.5,79.46,28,21,65.64%,C+,2016Fall,A,37,38
2,25,25,25,22.5,97.5,97.5,19.5,20.5,65.48%,C+,2016Fall,A,37,38
2,27,28,30,28.5,113.5,114.52,13.5,18.5,65.36%,C+,2016Fall,A,37,38
2,30,23,29,26.5,108.5,109.07,15.5,19,65.33%,C+,2016Fall,A,37,38
2,29,23.76,27,28.5,108.26,108.26,17.5,17.5,65.11%,C+,2016Fall,A,37,38
2,24,30,22.2,27.5,103.7,107.78,19,16.5,65.09%,C+,2016Fall,A,37,38
2,30,28,30,28.5,116.5,116.67,18.5,13,64.68%,C+,2016Fall,A,37,38
2,27,30,24,25.5,106.5,106.5,22,14,64.52%,C+,2016Fall,A,37,38
2,30,29,23,25.5,107.5,107.5,20.5,14.5,64.28%,C+,2016Fall,A,37,38
2,27,29.4,26,26.97,109.37,109.9,19.5,14,63.97%,C+,2016Fall,A,37,38
2,20,27,26,29,102,102,17.5,18,63.46%,C+,2016Fall,A,37,38
2,27.72,26.73,12,18.135,84.59,90.14,27,15,63.32%,C+,2016Fall,A,37,38
2,30,18.25,16.5,24.9,89.65,94.41,21,18,63.29%,C+,2016Fall,A,37,38
2,25.23,23,26,20,94.23,98.28,22,15.5,63.08%,C+,2016Fall,A,37,38
2,27,27,17.664,26.255,97.92,103.45,18,16.5,62.97%,C+,2016Fall,A,37,38
2,30,29,20.5,26,105.5,106.22,17,16,62.79%,C+,2016Fall,A,37,38
2,28,18,27.5,28.5,102,102.9,21,14,62.65%,C+,2016Fall,A,37,38
2,30,26,28,24,108,108,14.5,17,62.56%,C+,2016Fall,A,37,38
2,30,17,25,29,101,101.95,20,15,62.52%,C+,2016Fall,A,37,38
2,24,19,20.2,29.5,92.7,99.54,20.5,15.5,62.49%,C+,2016Fall,A,37,38
2,25,15,16,13.5,69.5,77.43,27.5,18.5,62.46%,C+,2016Fall,A,37,38
2,24,25,25,27.93,101.93,101.93,16,18,62.42%,C+,2016Fall,A,37,38
2,29,30,12.96,27.73,99.69,102.88,20.5,14,62.30%,C+,2016Fall,A,37,38
1.5,27,26,25,27.5,105.5,107.78,13,18,61.84%,C,2016Fall,A,37,38
2,26,27,24,28.5,105.5,107.78,23,9.5,61.72%,C,2016Fall,A,37,38
2,27,24,27,29,107,109.04,16,14,61.32%,C,2016Fall,A,37,38
2,21,26.73,25,29,101.73,104.6,17.5,14.5,61.28%,C,2016Fall,A,37,38
2,30,28,22.6,17.5,98.1,103.59,16,16,61.23%,C,2016Fall,A,37,38
2,15.96,20.79,0,30,66.75,72.58,25.5,20.5,61.22%,C,2016Fall,A,37,38
2,28,26,20,19,93,93,20.5,16.5,61.18%,C,2016Fall,A,37,38
2,25.74,26,22.295,26.32,100.36,101.34,18,15,60.97%,C,2016Fall,A,37,38
2,30,27,20,29,106,106,19,12,60.59%,C,2016Fall,A,37,38
2,25,28,27,20.5,100.5,103.56,19.5,12.5,60.55%,P,2016Fall,A,37,38
2,30,25,26,26,107,107.65,16.5,13,60.32%,C,2016Fall,A,37,38
2,30,24,27,25.5,106.5,106.5,17.5,12.5,60.18%,C,2016Fall,A,37,38
0,26,26,29,28.5,109.5,111.15,13.5,16,60.07%,C,2016Fall,A,37,38
2,17,27.16,13.94,12.5,70.6,82.98,21,18.5,59.91%,C,2016Fall,A,37,38
2,28,25,28.5,29,110.5,110.97,14,13,59.74%,C,2016Fall,A,37,38
2,29,27,17.8,28.5,102.3,106.73,14.5,13.5,59.10%,C,2016Fall,A,37,38
2,26,29,26.2,29,110.2,112.66,16,10,59.05%,C,2016Fall,A,37,38
2,23.76,22.1,27,22.185,95.05,95.05,16.5,16,58.73%,C,2016Fall,A,37,38
2,28,24,25,15,92,92,13.5,19.5,58.72%,C,2016Fall,A,37,38
2,28,21,22,22.795,93.8,95.11,16,15.5,57.97%,C-,2016Fall,A,37,38
2,30,25,24.48,13.63,93.11,94.45,16,15.5,57.76%,C-,2016Fall,A,37,38
2,27,26,27,18.81,98.81,102.14,12.5,15,57.52%,C-,2016Fall,A,37,38
2,28,30,19,25.92,102.92,102.92,18.5,10,57.49%,C-,2016Fall,A,37,38
2,29,29,25,27.5,110.5,112.88,15.5,8.5,57.48%,C-,2016Fall,A,37,38
2,23,6.58,25,19.8,74.38,74.38,19,20.5,57.43%,C-,2016Fall,A,37,38
2,27,26,24,17,94,94,15.5,15.5,57.27%,C-,2016Fall,A,37,38
2,27,22,22,30,101,105.76,14,12,57.13%,C-,2016Fall,A,37,38
2,29,28,25,26,108,108,11.5,13,57.06%,C-,2016Fall,A,37,38
2,27,27,25.6,29,108.6,111.46,14.5,9,56.77%,C-,2016Fall,A,37,38
2,22,13.34,22,21.9,79.24,85.64,16,17.5,56.55%,C-,2016Fall,A,37,38
0.5,30,28,24,24.5,106.5,106.5,18.5,9,56.32%,C-,2016Fall,A,37,38
2,23,21,0,25.5,69.5,69.5,20.5,19,55.52%,C-,2016Fall,A,37,38
2,12,30,17.25,0,59.25,64.08,25.5,17,55.35%,C-,2016Fall,A,37,38
0.5,26,25,24,12.5,87.5,87.5,18.5,15,55.19%,C-,2016Fall,A,37,38
2,28,25.5,0,28,81.5,82.83,23,11.5,55.14%,C-,2016Fall,A,37,38
2,27,14.85,10.24,29.5,81.59,84.52,25.5,8,54.35%,C-,2016Fall,A,37,38
2,22,0,25,23.5,70.5,71.47,20.5,16.5,54.01%,C-,2016Fall,A,37,38
2,27,27,25,29,108,111.01,10.5,9,53.91%,C-,2016Fall,A,37,38
2,29,30,22.6,29,110.6,112.96,11.5,7,53.50%,C-,2016Fall,A,37,38
2,30,30,22,20.64,102.64,105.36,11.5,9.5,53.14%,C-,2016Fall,A,37,38
2,27.72,16.5,19,26.5,89.72,94.47,13.5,10.5,51.73%,D+,2016Fall,A,37,38
2,26,30,22.6,29,107.6,110.71,10.5,6.5,51.64%,D+,2016Fall,A,37,38
2,25,27,25,27,104,104,15.5,5,51.48%,D+,2016Fall,A,37,38
0.5,24,27,17.2,17,85.2,93.92,15.5,10.5,51.40%,D+,2016Fall,A,37,38
2,27,23,25,27.645,102.65,105.37,10,8.5,51.26%,D+,2016Fall,A,37,38
0.5,25,29,13.2,13.44,80.64,90.5,17,10,50.84%,D+,2016Fall,A,37,38
0.5,24,23,29,29.5,105.5,105.5,12.5,7.5,50.63%,D+,2016Fall,A,37,38
2,25,26,26.5,30,107.5,108.12,10.5,5.5,49.91%,D+,2016Fall,A,37,38
2,13,26,17,11.5,67.5,72.84,21,9,48.28%,D+,2016Fall,A,37,38
2,22,23,19,17.5,81.5,83.42,20,5.5,48.10%,D+,2016Fall,A,37,38
2,25,23,26,26.19,100.19,100.19,10,5,46.50%,D,2016Fall,A,37,38
2,16.2,27,0,0,43.2,45.84,23.5,13.5,44.88%,D,2016Fall,A,37,38
2,18,16.2,0,25,59.2,64.03,16,12,44.58%,D,2016Fall,A,37,38
1.96,25,27,27,10,89,89,11,4.5,42.97%,D,2016Fall,A,37,38
0.5,26,26,22,14,88,93.02,9.5,5.5,42.70%,D,2016Fall,A,37,38
2,29,28,0,0,57,57.47,21.5,5.5,40.46%,D,2016Fall,A,37,38
2,30,27,0,0,57,57.15,24,3,39.87%,D-,2016Fall,A,37,38
2,27,29,12,0,68,71.45,10.5,6.5,38.56%,D-,2016Fall,A,37,38
0,14,24,19,0,57,58.65,18.5,5,36.39%,D-,2016Fall,A,37,38
2,26,0,0,0,26,26,21,10.5,33.97%,F,2016Fall,A,37,38
2,0,25,0,0,25,25.78,25.5,0,27.82%,F,2016Fall,A,37,38
0,21,0,0,0,21,21.45,11.5,9.5,23.17%,F,2016Fall,A,37,38
2,24,0,0,0,24,25.5,17,0,21.99%,I,2016Fall,A,37,38
0,24,0,0,0,24,24,18,0,20.16%,F,2016Fall,A,37,38
2,25,0,0,0,25,26.25,10,0,17.51%,F,2016Fall,A,37,38
0.5,0,7,0,0,7,7,11,0,10.27%,F,2016Fall,A,37,38
0,0,0,0,0,0,0,10,0,6.76%,F,2016Fall,A,37,38
2,0,0,0,0,0,0,0,0,2.00%,F,2016Fall,A,37,38
2,0,0,0,0,0,0,0,0,2.00%,F,2016Fall,A,37,38
2,30,28.5,28,29.5,116,116.89,33.5,42,95.73%,A+,2018Fall,A,36,44
2,26,30,30,30,116,116.55,32.5,40.5,93.79%,A+,2018Fall,A,36,44
2,30,28,30,30,118,118.28,34,36.5,92.41%,A+,2018Fall,A,36,44
2,25,29,28,29.5,111.5,112.67,33.5,39,92.07%,A+,2018Fall,A,36,44
2,30,30,30,29.5,119.5,119.5,29,38.5,90.85%,A,2018Fall,A,36,44
2,30,30,29,28,117,117.67,33,35.5,90.76%,A,2018Fall,A,36,44
2,30,30,29,29.5,118.5,118.5,33,35,90.67%,A,2018Fall,A,36,44
2,30,30,28,30,118,118.29,32.5,35.5,90.63%,A,2018Fall,A,36,44
2,30,29.5,29,30,118.5,118.83,31,36.5,90.51%,A,2018Fall,A,36,44
2,30,30,23.28,30,113.28,114.78,34,35.5,90.50%,A,2018Fall,A,36,44
2,30,30,28,30,118,118,32,34,89.06%,A,2018Fall,A,36,44
2,30,30,29,29.5,118.5,118.83,33.5,32,88.88%,A,2018Fall,A,36,44
2,28.71,28.8,30,28.615,116.13,116.7,29,37,88.79%,A,2018Fall,A,36,44
2,28.5,30,30,30,118.5,118.83,34,31,88.47%,A,2018Fall,A,36,44
2,30,30,30,29.5,119.5,119.57,28.5,35,87.90%,A,2018Fall,A,36,44
2,26.5,29,28,30,113.5,114.95,30.5,35,87.75%,A,2018Fall,A,36,44
2,30,30,27,28.91,115.91,115.91,31.5,33.5,87.64%,A,2018Fall,A,36,44
2,28,28,26,28,110,112.23,30.5,36,87.59%,A,2018Fall,A,36,44
2,30,30,30,30,120,120,31,32,87.53%,A,2018Fall,A,36,44
2,30,30,29,30,119,119,26.5,36,87.07%,A,2018Fall,A,36,44
2,28,30,30,30,118,118.29,30,33,87.01%,A,2018Fall,A,36,44
2,30,30,29,29.5,118.5,118.71,32.5,30.5,87.01%,A,2018Fall,A,36,44
2,21,22,30,29.5,102.5,106.4,33.5,35,86.98%,A,2018Fall,A,36,44
2,27,30,25,30,112,113.18,29.5,35.5,86.84%,A,2018Fall,A,36,44
2,30,30,28,28.5,116.5,116.5,30.5,33,86.76%,A,2018Fall,A,36,44
2,30,30,28,29.5,117.5,117.84,28.5,34,86.57%,A,2018Fall,A,36,44
2,27,29,27,30,113,113.96,29.5,34.5,86.35%,A,2018Fall,A,36,44
2,30,30,28,30,118,118.45,29,32.5,86.00%,A,2018Fall,A,36,44
2,28,29,29,23.275,109.28,110.75,32,33,85.89%,A,2018Fall,A,36,44
2,29,30,29,30,118,118,29.5,32,85.82%,A,2018Fall,A,36,44
2,29,25,29,27,110,110,31.5,33.5,85.67%,A,2018Fall,A,36,44
2,28,30,30,29,117,117.41,31,30.5,85.54%,A,2018Fall,A,36,44
2,30,25,29,29.5,113.5,113.5,27,35.5,85.21%,A,2018Fall,A,36,44
2,30,28,30,30,118,118,29,31.5,85.10%,A,2018Fall,A,36,44
2,25,24,28,29.5,106.5,108.36,31,33.5,84.77%,A,2018Fall,A,36,44
2,30,24,29,30,113,114.56,30,31.5,84.65%,A,2018Fall,A,36,44
2,26,22,30,30,108,109.65,29,34.5,84.56%,A,2018Fall,A,36,44
2,30,28.5,30,28,116.5,117.28,29,31,84.48%,A,2018Fall,A,36,44
2,30,30,28,30,118,118.45,29.5,30,84.47%,A,2018Fall,A,36,44
2,28,30,30,29.5,117.5,117.84,31.5,28,84.16%,A,2018Fall,A,36,44
2,28,30,30,29,117,117,28,31.5,84.07%,A,2018Fall,A,36,44
2,30,30,26.5,29.5,116,116.89,30,29.5,83.92%,A,2018Fall,A,36,44
2,30,30,30,30,120,120,29.5,28.5,83.86%,A,2018Fall,A,36,44
2,29,25,23,30,107,108.79,30.5,32.5,83.82%,A,2018Fall,A,36,44
2,28,29,30,30,117,117.41,25,33.5,83.62%,A,2018Fall,A,36,44
2,30,30,27,29.5,116.5,117.28,25,33.5,83.58%,A,2018Fall,A,36,44
2,29,26,30,24,109,110.52,28.5,33,83.38%,A,2018Fall,A,36,44
2,28,26,27,28,109,111.45,24.5,35.5,82.79%,A,2018Fall,A,36,44
2,29,30,21,26.5,106.5,108.49,28,33.5,82.73%,A,2018Fall,A,36,44
2,30,30,28,30,118,118.29,28.5,28.5,82.60%,A,2018Fall,A,36,44
2,28.5,24,28,30,110.5,112.62,29,30.5,82.55%,A,2018Fall,A,36,44
2,29,28,29,26.255,112.26,113.32,27.5,31.5,82.50%,A,2018Fall,A,36,44
2,29,30,29,30,118,118.28,25,31.5,82.41%,A,2018Fall,A,36,44
2,30,29,28,30,117,117,31,26.5,82.40%,A,2018Fall,A,36,44
2,29,29,30,30,118,118.28,25.5,31,82.38%,A,2018Fall,A,36,44
2,30,29,28,30,117,117,29,27.5,81.76%,A,2018Fall,A,36,44
2,30,27,27,29,113,114.03,28.5,29,81.55%,A,2018Fall,A,36,44
2,30,26,29,28.5,113.5,114.95,27.5,29.5,81.54%,A,2018Fall,A,36,44
2,28,29,25,29,111,111,25,33.5,81.49%,A,2018Fall,A,36,44
2,30,29,27,30,116,116.55,27.5,28.5,81.32%,A,2018Fall,A,36,44
2,28,30,27,30,115,115,25.5,31,81.29%,A,2018Fall,A,36,44
2,23,28,30,11,92,93.24,30.5,36,81.26%,A,2018Fall,A,36,44
2,30,25,25,27.5,107.5,107.5,29.5,30.5,81.19%,A,2018Fall,A,36,44
2,30,26,22,29.5,107.5,109.22,31,28,80.94%,A,2018Fall,A,36,44
2,28,29,26,28.5,111.5,112.67,27,30,80.81%,A,2018Fall,A,36,44
2,28,30,30,30,118,118,24,30,80.50%,A,2018Fall,A,36,44
2,28.5,24,21,27.5,101,105.24,28.5,31.5,80.50%,A,2018Fall,A,36,44
2,29,28,30,29.5,116.5,116.98,25,29.5,80.48%,A,2018Fall,A,36,44
2,28,27,26,29,110,110,30.5,27.5,80.47%,A,2018Fall,A,36,44
2,30,30,28,30,118,118.45,28,26,80.43%,A,2018Fall,A,36,44
2,30,30,26,29,115,116.12,28,27,80.40%,A,2018Fall,A,36,44
2,30,30,29,29.5,118.5,118.5,29,25,80.39%,A,2018Fall,A,36,44
2,28.5,18,21,24,91.5,97.86,28.5,34.5,80.29%,A,2018Fall,A,36,44
2,30,30,27,28.5,115.5,115.5,27,28,80.25%,A,2018Fall,A,36,44
2,30,30,28,29,117,117,29.5,25,80.24%,A,2018Fall,A,36,44
2,23,15.68,27,29.5,95.18,98.6,31,31.5,80.02%,A,2018Fall,A,36,44
2,24,29,25,25,103,105.34,32,27.5,79.96%,A,2018Fall,A,36,44
2,29,28,30,29,116,116.55,26.5,27.5,79.88%,A,2018Fall,A,36,44
2,30,27,27,29.5,113.5,113.5,22,33,79.86%,A,2018Fall,A,36,44
2,30,29,25,30,114,114.83,26,28.5,79.71%,A,2018Fall,A,36,44
2,30,24,22,29.5,105.5,108.73,24.5,32.5,79.63%,A,2018Fall,A,36,44
2,23.76,22,20,30,95.76,101.17,30,30.5,79.43%,A-,2018Fall,A,36,44
2,30,30,27,29.5,116.5,116.5,28,25.5,79.40%,A-,2018Fall,A,36,44
2,30,27,23,25.5,105.5,105.5,30,28.5,79.38%,A-,2018Fall,A,36,44
2,29,29,28,28.215,114.22,115.01,28,26,79.28%,A-,2018Fall,A,36,44
2,29,27,28,21,105,107.07,28,29.5,79.26%,A-,2018Fall,A,36,44
0.5,28,25,20,28.025,101.03,103.82,29,32,79.24%,A-,2018Fall,A,36,44
2,30,28,27,30,115,115.74,30,23.5,79.04%,A-,2018Fall,A,36,44
2,30,29,25,27,111,113.01,27.5,27,79.02%,A-,2018Fall,A,36,44
2,28,30,25,24,107,108.79,26.5,29.5,78.79%,A-,2018Fall,A,36,44
2,28,28,26,27,109,109,28.5,27.5,78.75%,A-,2018Fall,A,36,44
2,30,30,26,28.5,114.5,114.5,24.5,28,78.18%,A-,2018Fall,A,36,44
2,27,20,27,28,102,104.48,26,31,78.13%,A-,2018Fall,A,36,44
2,28.5,24,22.5,28,103,106.79,29,27,77.99%,A-,2018Fall,A,36,44
2,28,26,29,29,112,112,26.5,27,77.99%,A-,2018Fall,A,36,44
2,29,30,24,29,112,113.18,22.5,30,77.85%,A-,2018Fall,A,36,44
2,30,20,29,30,109,111.45,28,25.5,77.72%,A-,2018Fall,A,36,44
0.5,25,30,11,28,94,94.96,34,29,77.52%,A-,2018Fall,A,36,44
2,28.5,30,25,29,112.5,114.17,25.5,26,77.27%,A-,2018Fall,A,36,44
2,28,28.5,26,29,111.5,113.4,23.5,28,77.12%,A-,2018Fall,A,36,44
2,27,30,22,29,108,109.77,24,29,77.01%,A-,2018Fall,A,36,44
2,25,28,27,29,109,109,29,24,76.47%,B+,2018Fall,A,36,44
2,28.5,28.5,25,28.5,110.5,112.62,25,26,76.40%,B+,2018Fall,A,36,44
2,27,28,18,29.5,102.5,104.91,26.5,28,76.37%,B+,2018Fall,A,36,44
2,24,24,29,29.5,106.5,108.36,27,26,76.37%,B+,2018Fall,A,36,44
2,27,26,29,30,112,113.1,25.5,25,76.16%,B+,2018Fall,A,36,44
2,29,30,20,27,106,106,25,28.5,76.07%,B+,2018Fall,A,36,44
2,30,30,26,30,116,116.55,22,26.5,76.00%,B+,2018Fall,A,36,44
2,27,20,24,29,100,104.46,24.5,29.5,75.96%,B+,2018Fall,A,36,44
2,30,30,30,25,115,116.12,21.5,27,75.89%,B+,2018Fall,A,36,44
2,30,28,29,29.5,116.5,116.5,24.5,24,75.85%,B+,2018Fall,A,36,44
2,30,30,29,29.205,118.21,118.61,25.5,22,75.74%,B+,2018Fall,A,36,44
2,28,28.5,27,20.5,104,107.57,29,23.5,75.62%,B+,2018Fall,A,36,44
2,25,29,28,28.5,110.5,111.81,25,25,75.38%,B+,2018Fall,A,36,44
2,29,28,28,30,115,115,23,25,75.06%,B+,2018Fall,A,36,44
2,30,30,24,25.5,109.5,111.84,24.5,25,75.04%,B+,2018Fall,A,36,44
0,19,20.88,22.5,18.86,81.24,89.89,29,33,74.85%,B+,2018Fall,A,36,44
2,30,26,29,24,109,109,24.5,26,74.85%,B+,2018Fall,A,36,44
2,28,25,10,15.99,78.99,81.88,31,32,74.82%,B+,2018Fall,A,36,44
2,30,19,14.7,25.92,89.62,89.62,23.5,35.5,74.82%,B+,2018Fall,A,36,44
2,10,29,26,29.5,94.5,94.5,21.5,35,74.68%,B+,2018Fall,A,36,44
2,28,27,29,29.5,113.5,113.5,22,26,74.61%,B+,2018Fall,A,36,44
2,30,15,24,28.5,97.5,102.52,27,26,74.42%,B+,2018Fall,A,36,44
2,28.5,30,25,0,83.5,84.95,31,30,74.34%,B+,2018Fall,A,36,44
2,30,22,27,29,108,110.68,26,23,74.20%,B+,2018Fall,A,36,44
2,30,27.5,26,29.5,113,114.56,25,22,74.05%,B+,2018Fall,A,36,44
2,27,26,17.82,24.7,95.52,98.89,26,28,74.02%,B+,2018Fall,A,36,44
2,27,30,26,28,111,112.32,26.5,21.5,73.97%,B+,2018Fall,A,36,44
2,29,29,30,29,117,117.44,25,20.5,73.88%,B+,2018Fall,A,36,44
0.5,29,30,25,26,110,111.47,23,27,73.88%,B+,2018Fall,A,36,44
2,28,30,24,29.5,111.5,112.67,20.5,26.5,73.67%,B+,2018Fall,A,36,44
2,30,28.71,15,28.215,101.93,101.93,26.5,25.5,73.50%,B,2018Fall,A,36,44
2,30,29,24.7,29,112.7,112.7,25,22,73.43%,B,2018Fall,A,36,44
2,28,28,26,28.5,110.5,110.5,25.5,22.5,73.42%,B,2018Fall,A,36,44
2,30,28,28,29.5,115.5,115.5,22.5,23,73.38%,B,2018Fall,A,36,44
2,30,30,23,26,109,111.45,19.5,27.5,73.32%,B,2018Fall,A,36,44
2,25,28,26,29,108,108,20,28.5,73.26%,B,2018Fall,A,36,44
2,28,28,28,29,113,113,28,18.5,72.99%,B,2018Fall,A,36,44
2,29,23,27,29,108,109.65,22.5,25,72.93%,B,2018Fall,A,36,44
2,27,25,28,29.1,109.1,111.53,22,24.5,72.83%,B,2018Fall,A,36,44
2,30,24,28,29,111,111,19.5,27,72.79%,B,2018Fall,A,36,44
2,29,30,27,28.5,114.5,114.5,20.5,24.5,72.78%,B,2018Fall,A,36,44
2,30,30,27,23,110,110,23.5,23.5,72.61%,B,2018Fall,A,36,44
2,30,27.16,16.8,28.71,102.67,106.54,24.5,24,72.53%,B,2018Fall,A,36,44
2,28,29,26,26,109,109,28,19.5,72.40%,B,2018Fall,A,36,44
2,27,26,21,26.5,100.5,103.19,23.5,26,72.21%,B,2018Fall,A,36,44
2,27,19.5,26,24.5,97,102.13,24,26,72.21%,B,2018Fall,A,36,44
2,30,30,25,30,115,116.12,20.5,23,72.19%,B,2018Fall,A,36,44
